Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Tier,Outlet_Age,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,MRP_Bin_Low,MRP_Bin_Medium,MRP_Bin_High,MRP_Bin_Premium
-0.8541147191574694,0,-1.1198683733825008,1.7363137472934953,1,1,-0.13915359251421475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1.6493425799488248,1,-1.0535037492921269,-1.4865030740112857,1,3,-1.3390983396905423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1.0751363040641615,0,-1.105227635829395,0.006233270578451981,1,1,-0.13915359251421475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1.4751029796101092,1,0.0,0.6534991060252795,0,3,-0.019159117796581998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.9411662897174701,0,0.0,-1.3970784623803407,2,3,1.3007801040973783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.5964891252028738,1,0.0,-1.436425803208477,1,3,-1.3390983396905423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.16932942121010308,1,-1.1877796358400678,-1.3363544145624249,2,3,1.3007801040973783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.030653916562870774,0,1.1688071393216828,-0.5351532618157644,1,3,1.5407690535326437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.7692794345290247,1,-1.1067262915780787,-0.7076892565321983,0,2,-0.499137016667113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.4751029796101092,1,0.4905541964807914,0.745069703651159,0,2,-1.0991093902552767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.26592843158989893,0,0.0,-1.5301423868292907,1,1,-0.13915359251421475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.3104108190911896,1,-0.5156391979492226,0.04608592554548465,0,1,0.10083535692105075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.5104774679992937,1,0.6048397148626345,0.06796794667416128,1,1,-0.13915359251421475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0986637555668646,1,-0.47879867340419097,-0.34460505678119174,0,1,0.10083535692105075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.8045706117830794,0,-0.05223459162694818,0.8829309142288743,2,3,1.3007801040973783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.924697073665578,1,-0.03036591756753319,-1.3571010779739603,0,1,0.10083535692105075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.26592843158989893,0,-1.2729208075237266,-0.4138298956192806,1,3,-1.3390983396905423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.924697073665578,1,-0.028159559276872987,-1.3890829854990647,1,1,-0.13915359251421475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.030653916562870774,0,-0.7462287706304382,-0.44686400790196096,1,3,1.5407690535326437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.09874706670199447,0,0.6557518201216348,1.4281041044740632,0,2,-0.7391259661023785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3927568993506498,1,1.3890099745528564,1.7533153293338408,2,3,1.3007801040973783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.030653916562870774,1,-0.7223557541420997,0.05302919766918491,1,3,1.5407690535326437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.39284021048577966,0,-0.9216353947359041,0.8839831189864501,0,2,-0.7391259661023785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
